producto_id;sac
238;0306129000
239;0306141000
240;0306149000
241;0306151000
242;0306159000
243;0306161000
244;0306169000
245;0306171100
246;0306171200
247;0306171300
248;0306171900
249;0306179100
250;0306179900
251;0306199000
252;0306319000
253;0306329000
254;0306339000
255;0306351000
256;0306359000
257;0306361000
258;0306369900
259;0306399000
260;0306951000
261;0306959000
262;0306999000
263;0307110000
264;0307191000
265;0307199000
266;0307210000
267;0307229000
268;0307299000
269;0307310000
270;0307329000
271;0307399000
272;0307420000
273;0307431900
274;0307439900
275;0307491000
276;0307499000
277;0307510000
278;0307521000
279;0307529000
280;0307599000
281;0307609000
282;0307710000
283;0307729000
284;0307799000
285;0307849000
286;0307879000
287;0307910000
288;0307929000
289;0307999000
290;0308909900
291;0309100000
292;0309901000
293;0309909000
294;0401100000
295;0401200000
296;0401400000
297;0401500000
298;0402100000
299;0402211100
300;0402211200
301;0402212100
302;0402212200
303;0402290000
304;0402911000
305;0402912000
306;0402919000
307;0402991000
308;0402999000
309;0403201000
310;0403202000
311;0403209000
312;0403901000
313;0403909000
314;0404100000
315;0404900000
316;0405100000
317;0405200000
318;0405901000
319;0405909000
320;0406101000
321;0406109000
322;0406201000
323;0406202000
324;0406209000
325;0406300000
326;0406400000
327;0406902000
328;0406909000
329;0407110000
330;0407190000
331;0407210000
332;0407299000
333;0407901000
334;0407909000
335;0408110000
336;0408190000
337;0408910000
338;0408990000
339;0409000000
340;0410900000
341;0501000000
342;0502100000
343;0502900000
344;0504001000
345;0504002000
346;0504009000
347;0505100000
348;0505900000
349;0506100000
350;0506900000
351;0507100000
352;0507900000
353;0508000000
354;0510000000
355;0511100000
356;0511911000
357;0511919000
358;0511991000
359;0511992000
360;0511999000
361;0601100000
362;0601200000
363;0602100000
364;0602201000
365;0602209000
366;0602300000
367;0602400000
368;0602901000
369;0602909000
370;0603110000
371;0603120000
372;0603130000
373;0603140000
374;0603150000
375;0603191000
376;0603192000
377;0603193000
378;0603195000
379;0603196000
380;0603197000
381;0603198000
382;0603199100
383;0603199200
384;0603199300
385;0603199400
386;0603199900
387;0603901000
388;0603909000
389;0604201000
390;0604202000
391;0604209000
392;0604901000
393;0604902000
394;0604909000
395;0701100000
396;0701900000
397;0702000000
398;0703101100
399;0703101200
400;0703101300
401;0703101900
402;0703102000
403;0703200000
404;0703900000
405;0704100000
406;0704200000
407;0704900000
408;0705110000
409;0705190000
410;0705210000
411;0705290000
412;0706100000
413;0706900000
414;0707000000
415;0708100000
416;0708200000
417;0708900000
418;0709200000
419;0709300000
420;0709400000
421;0709510000
422;0709590000
423;0709601000
424;0709602000
425;0709609000
426;0709700000
427;0709910000
428;0709920000
429;0709931000
430;0709932000
431;0709939000
432;0709991000
433;0709992000
434;0709993000
435;0709999000
436;0710100000
437;0710210000
438;0710220000
439;0710290000
440;0710300000
441;0710400000
442;0710800000
443;0710900000
444;0711200000
445;0711400000
446;0711510000
447;0711590000
448;0711902000
449;0711903000
450;0711909000
451;0712201000
452;0712209000
453;0712310000
454;0712330000
455;0712340000
456;0712390000
457;0712901000
458;0712902000
459;0712909000
460;0713101000
461;0713109000
462;0713200000
463;0713311000
464;0713319000
465;0713320000
466;0713331000
467;0713332000
468;0713333000
469;0713334000
470;0713339000
471;0713340000
472;0713391000
473;0713392000
474;0713399000
475;0713400000
476;0713500000
477;0713600000
478;0713900000
479;0714100000
480;0714200000
481;0714301000
482;0714302000
483;0714309000
484;0714401000
485;0714409000
486;0714501000
487;0714509000
488;0714900000
489;0801110000
490;0801120000
491;0801190000
492;0801210000
493;0801220000
494;0801310000
495;0801320000
496;0802110000
497;0802120000
498;0802210000
499;0802220000
500;0802310000
501;0802320000
502;0802420000
503;0802510000
504;0802520000
505;0802610000
506;0802620000
507;0802920000
508;0802990000
509;0803100000
510;0803901100
511;0803901200
512;0803909000
513;0804100000
514;0804200000
515;0804300000
516;0804400000
517;0804501000
518;0804502000
519;0805100000
520;0805210000
521;0805220000
522;0805290000
523;0805400000
524;0805500000
525;0805900000
526;0806100000
527;0806200000
528;0807110000
529;0807190000
530;0807200000
531;0808100000
532;0808300000
533;0808400000
534;0809100000
535;0809210000
536;0809290000
537;0809300000
538;0809400000
539;0810100000
540;0810200000
541;0810300000
542;0810400000
543;0810500000
544;0810700000
545;0810901000
546;0810902000
547;0810903000
548;0810904000
549;0810905100
550;0810905200
551;0810905300
552;0810905400
553;0810907000
554;0810909000
555;0811100000
556;0811200000
557;0811900000
558;0812101000
559;0812109000
560;0812901000
561;0812909000
562;0813100000
563;0813200000
564;0813301000
565;0813309000
566;0813400000
567;0813500000
568;0814000000
569;0901111000
570;0901112000
571;0901113000
572;0901119000
573;0901120000
574;0901210000
575;0901220000
576;0901900000
577;0902100000
578;0902200000
579;0902300000
580;0902400000
581;0903000000
582;0904111000
583;0904119000
584;0904120000
585;0904210000
586;0904220000
587;0905100000
588;0905200000
589;0906110000
590;0906190000
591;0906200000
592;0907100000
593;0907200000
594;0908110000
595;0908120000
596;0908220000
597;0908312000
598;0908321000
599;0908322000
600;0909210000
601;0909220000
602;0909310000
603;0909320000
604;0909611000
605;0909612000
606;0909613000
607;0909621000
608;0909622000
609;0909623000
610;0910111000
611;0910119000
612;0910121000
613;0910129000
614;0910200000
615;0910300000
616;0910910000
617;0910991000
618;0910992000
619;0910993000
620;0910999000
621;1001110000
622;1001190000
623;1001990000
624;1002100000
625;1002900000
626;1003900000
627;1004900000
628;1005100000
629;1005901000
630;1005902000
631;1005903000
632;1005909000
633;1006101000
634;1006109000
635;1006200000
636;1006301000
637;1006302000
638;1006309000
639;1006400000
640;1007100000
641;1007900000
642;1008100000
643;1008210000
644;1008290000
645;1008300000
646;1008400000
647;1008500000
648;1008900000
649;1101000000
650;1102200000
651;1102901000
652;1102902000
653;1102903000
654;1102904000
655;1102909000
656;1103110000
657;1103131000
658;1103139000
659;1103191000
660;1103192000
661;1103199000
662;1103201000
663;1103209000
664;1104120000
665;1104191000
666;1104199000
667;1104221100
668;1104221900
669;1104229000
670;1104230000
671;1104291000
672;1104299000
673;1104300000
674;1105100000
675;1105201000
676;1105202000
677;1106100000
678;1106200000
679;1106300000
680;1107100000
681;1107200000
682;1108110000
683;1108120000
684;1108130000
685;1108140000
686;1108190000
687;1108200000
688;1109000000
689;1201100000
690;1201900000
691;1202300000
692;1202410000
693;1202420000
694;1203000000
695;1204000000
696;1205101000
697;1205109000
698;1205901000
699;1205909000
700;1206000000
701;1207101000
702;1207109000
703;1207210000
704;1207290000
705;1207300000
706;1207401000
707;1207402000
708;1207500000
709;1207700000
710;1207910000
711;1207990000
712;1208100000
713;1208900000
714;1209100000
715;1209210000
716;1209220000
717;1209230000
718;1209240000
719;1209250000
720;1209291000
721;1209292000
722;1209299000
723;1209301000
724;1209309000
725;1209910000
726;1209990000
727;1210100000
728;1210200000
729;1211201000
730;1211202000
731;1211401000
732;1211501000
733;1211901100
734;1211902100
735;1211909100
736;1211909210
737;1211909290
738;1212210000
739;1212290000
740;1212910000
741;1212921000
742;1212929000
743;1212930000
744;1212993000
745;1212999000
746;1213000000
747;1214100000
748;1214900000
749;1301200000
750;1301901000
751;1301909000
752;1302110000
753;1302120000
754;1302130000
755;1302191000
756;1302192000
757;1302193000
758;1302199000
759;1302200000
760;1302310000
761;1302320000
762;1302390000
763;1401100000
764;1401200000
765;1401901000
766;1401902000
767;1401909000
768;1404200000
769;1404901000
770;1404902000
771;1404903100
772;1404903900
773;1404909000
774;1501100000
775;1501900000
776;1502100000
777;1502900000
778;1503001000
779;1503009000
780;1504100000
781;1504200000
782;1504300000
783;1505000000
784;1506000000
785;1507100000
786;1507900000
787;1508100000
788;1508900000
789;1509200000
790;1509300000
791;1509400000
792;1509900000
793;1510100000
794;1510900000
795;1511100000
796;1511901000
797;1511909000
798;1512110000
799;1512190000
800;1512210000
801;1512290000
802;1513110000
803;1513190000
804;1513210000
805;1513290000
806;1514110000
807;1514190000
808;1514910000
809;1514990000
810;1515110000
811;1515190000
812;1515210000
813;1515290000
814;1515300000
815;1515500000
816;1515901000
817;1515902000
818;1515903000
819;1515909000
820;1516100000
821;1516201000
822;1516209000
823;1516300000
824;1517100000
825;1517901000
826;1517902000
827;1517909010
828;1517909090
829;1518001000
830;1518009000
831;1520000000
832;1521100000
833;1521900000
834;1522000000
835;1601001000
836;1601002000
837;1601003000
838;1601008090
839;1601009000
840;1602101000
841;1602102000
842;1602103000
843;1602108090
844;1602109000
845;1602200000
846;1602310000
847;1602321000
848;1602329000
849;1602390000
850;1602410000
851;1602420000
852;1602491000
853;1602499000
854;1602500000
855;1602909000
856;1603000000
857;1604110000
858;1604120000
859;1604130000
860;1604141000
861;1604149000
862;1604150000
863;1604160000
864;1604170000
865;1604190000
866;1604200000
867;1604310000
868;1604320000
869;1605100000
870;1605210000
871;1605290000
872;1605300000
873;1605401000
874;1605409000
875;1605510000
876;1605520000
877;1605530000
878;1605540000
879;1605550000
880;1605560000
881;1605580000
882;1605590000
883;1605620000
884;1605690000
885;1701120000
886;1701130000
887;1701140000
888;1701910000
889;1701990000
890;1702110000
891;1702190000
892;1702200000
893;1702301100
894;1702301200
895;1702302000
896;1702400000
897;1702500000
898;1702600000
899;1702901000
900;1702902000
901;1702909000
902;1703100000
903;1703900000
904;1704100000
905;1704900000
906;1801000000
907;1802000000
908;1803100000
909;1803200000
910;1804000000
911;1805000000
912;1806100000
913;1806201000
914;1806209000
915;1806310000
916;1806320000
917;1806900000
918;1901101100
919;1901101900
920;1901102000
921;1901109000
922;1901200000
923;1901901000
924;1901902000
925;1901904000
926;1901909000
927;1902110000
928;1902190000
929;1902200000
930;1902300000
931;1902400000
932;1903000000
933;1904101000
934;1904109000
935;1904200000
936;1904300000
937;1904901000
938;1904909000
939;1905100000
940;1905200000
941;1905311000
942;1905319000
943;1905320000
944;1905400000
945;1905900000
946;2001100000
947;2001901000
948;2001902000
949;2001909000
950;2002100000
951;2002901000
952;2002909000
953;2003100000
954;2003901000
955;2003909000
956;2004100000
957;2004900000
958;2005100000
959;2005200000
960;2005400000
961;2005510000
962;2005590000
963;2005600000
964;2005700000
965;2005800000
966;2005910000
967;2005990000
968;2006000000
969;2007100000
970;2007910000
971;2007991000
972;2007999000
973;2008111000
974;2008119000
975;2008191000
976;2008192000
977;2008199000
978;2008200000
979;2008300000
980;2008400000
981;2008500000
982;2008600000
983;2008700000
984;2008800000
985;2008910000
986;2008930000
987;2008970000
988;2008991000
989;2008999000
990;2009110000
991;2009120000
992;2009191000
993;2009199000
994;2009210000
995;2009291000
996;2009299000
997;2009310000
998;2009390000
999;2009410000
1000;2009490000
1001;2009500000
1002;2009610000
1003;2009691000
1004;2009692000
1005;2009699000
1006;2009710000
1007;2009791000
1008;2009799000
1009;2009810000
1010;2009891000
1011;2009892000
1012;2009893000
1013;2009894000
1014;2009899000
1015;2009900000
1016;2101110000
1017;2101120000
1018;2101201000
1019;2101209000
1020;2101300000
1021;2102101000
1022;2102109000
1023;2102200000
1024;2102300000
1025;2103100000
1026;2103200000
1027;2103301000
1028;2103302000
1029;2103900000
1030;2104100000
1031;2104200000
1032;2105000000
1033;2106100000
1034;2106901000
1035;2106902000
1036;2106903000
1037;2106904000
1038;2106905000
1039;2106906000
1040;2106907100
1041;2106907900
1042;2106908000
1043;2106909100
1044;2106909200
1045;2106909300
1046;2106909900
1047;2201100000
1048;2201900000
1049;2202100000
1050;2202910000
1051;2202991000
1052;2202999000
1053;2203000000
1054;2204100000
1055;2204210000
1056;2204220000
1057;2204290000
1058;2204300000
1059;2205100000
1060;2205900000
1061;2206000000
1062;2207101000
1063;2207109000
1064;2207200000
1065;2208201000
1066;2208209000
1067;2208301000
1068;2208309000
1069;2208401000
1070;2208409000
1071;2208500000
1072;2208601000
1073;2208609000
1074;2208700000
1075;2208901000
1076;2208909000
1077;2209000000
1078;2301100000
1079;2301201000
1080;2301209000
1081;2302100000
1082;2302300000
1083;2302401000
1084;2302409000
1085;2302500000
1086;2303101000
1087;2303109000
1088;2303200000
1089;2303300000
1090;2304001000
1091;2304009000
1092;2305000000
1093;2306100000
1094;2306200000
1095;2306300000
1096;2306490000
1097;2306500000
1098;2306600000
1099;2306901000
1100;2306909000
1101;2307000000
1102;2308001000
1103;2308009000
1104;2309100000
1105;2309901100
1106;2309901900
1107;2309902000
1108;2309903000
1109;2309904100
1110;2309904900
1111;2309909000
1112;2401101000
1113;2401102000
1114;2401103000
1115;2401109000
1116;2401201000
1117;2401202000
1118;2401203000
1119;2401209000
1120;2401301000
1121;2401302000
1122;2401303000
1123;2401309000
1124;2402100000
1125;2402200000
1126;2402900000
1127;2403110000
1128;2403191000
1129;2403199000
1130;2403910000
1131;2403990000
1132;2404120000
1133;2404191000
1134;2404199000
1135;2404910000
1136;2501001000
1137;2501002000
1138;2501009000
1139;2502000000
1140;2503000000
1141;2504100000
1142;2504900000
1143;2505100000
1144;2505900000
1145;2506100000
1146;2506201000
1147;2506209000
1148;2507000000
1149;2508100000
1150;2508300000
1151;2508401000
1152;2508409000
1153;2508500000
1154;2508700000
1155;2509000000
1156;2510100000
1157;2510200000
1158;2511100000
1159;2511200000
1160;2512000000
1161;2513101000
1162;2513109000
1163;2513200000
1164;2514000000
1165;2515110000
1166;2515120000
1167;2515200000
1168;2516110000
1169;2516120000
1170;2516201000
1171;2516202000
1172;2516900000
1173;2517100000
1174;2517300000
1175;2517410000
1176;2517490000
1177;2518100000
1178;2518200000
1179;2519100000
1180;2519900000
1181;2520100000
1182;2520200000
1183;2521000000
1184;2522100000
1185;2522200000
1186;2522300000
1187;2523100000
1188;2523210000
1189;2523290000
1190;2523300000
1191;2523900000
1192;2524901000
1193;2524905000
1194;2524909000
1195;2525100000
1196;2525200000
1197;2525300000
1198;2526100000
1199;2526200000
1200;2528001000
1201;2528009000
1202;2529100000
1203;2529210000
1204;2529220000
1205;2529300000
1206;2530100000
1207;2530200000
1208;2530901000
1209;2530902000
1210;2530909000
1211;2601110000
1212;2601120000
1213;2601200000
1214;2602000000
1215;2603000000
1216;2604000000
1217;2605000000
1218;2606000000
1219;2607000000
1220;2608000000
1221;2609000000
1222;2610000000
1223;2611000000
1224;2612100000
1225;2612200000
1226;2613900000
1227;2614000000
1228;2615100000
1229;2615900000
1230;2616100000
1231;2616901000
1232;2616909000
1233;2617100000
1234;2617900000
1235;2618000000
1236;2619000000
1237;2620190000
1238;2620290000
1239;2620300000
1240;2620400000
1241;2620990000
1242;2621900000
1243;2701110000
1244;2701120000
1245;2701190000
1246;2701200000
1247;2702100000
1248;2702200000
1249;2703000000
1250;2704001000
1251;2704009000
1252;2705000000
1253;2706000000
1254;2707100000
1255;2707200000
1256;2707300000
1257;2707400000
1258;2707500000
1259;2707910000
1260;2707991000
1261;2707999000
1262;2708100000
1263;2708200000
1264;2709001000
1265;2709009000
1266;2710121000
1267;2710122000
1268;2710123000
1269;2710124000
1270;2710125100
1271;2710125900
1272;2710129000
1273;2710191100
1274;2710191200
1275;2710191300
1276;2710191900
1277;2710192100
1278;2710192200
1279;2710192300
1280;2710192400
1281;2710192900
1282;2710199100
1283;2710199200
1284;2710199300
1285;2710199900
1286;2710201000
1287;2710202000
1288;2710203000
1289;2710209000
1290;2710910000
1291;2710990000
1292;2711110000
1293;2711120000
1294;2711130000
1295;2711140000
1296;2711190000
1297;2711210000
1298;2711290000
1299;2712100000
1300;2712200000
1301;2712900000
1302;2713110000
1303;2713120000
1304;2713200000
1305;2713900000
1306;2714100000
1307;2714900000
1308;2715000000
1309;2716000000
1310;2801100000
1311;2801200000
1312;2801300000
1313;2802000000
1314;2803000000
1315;2804100000
1316;2804210000
1317;2804290000
1318;2804300000
1319;2804400000
1320;2804500000
1321;2804610000
1322;2804690000
1323;2804700000
1324;2804800000
1325;2804900000
1326;2805110000
1327;2805120000
1328;2805190000
1329;2805300000
1330;2805400000
1331;2806100000
1332;2806200000
1333;2807001000
1334;2807009000
1335;2808000000
1336;2809100000
1337;2809200000
1338;2810000000
1339;2811110000
1340;2811192000
1341;2811199000
1342;2811210000
1343;2811220000
1344;2811291000
1345;2811299000
1346;2812120000
1347;2812192000
1348;2812193000
1349;2812900000
1350;2813100000
1351;2813900000
1352;2814100000
1353;2814200000
1354;2815110000
1355;2815120000
1356;2815200000
1357;2815300000
1358;2816100000
1359;2816400000
1360;2817000000
1361;2818100000
1362;2818200000
1363;2818300000
1364;2819100000
1365;2819900000
1366;2820100000
1367;2820900000
1368;2821100000
1369;2821200000
1370;2822000000
1371;2823000000
1372;2824100000
1373;2824901000
1374;2824909000
1375;2825100000
1376;2825200000
1377;2825300000
1378;2825400000
1379;2825500000
1380;2825600000
1381;2825700000
1382;2825800000
1383;2825900000
1384;2826120000
1385;2826191000
1386;2826199000
1387;2826300000
1388;2826901000
1389;2826909000
1390;2827100000
1391;2827200000
1392;2827310000
1393;2827320000
1394;2827350000
1395;2827391000
1396;2827392000
1397;2827393000
1398;2827399000
1399;2827410000
1400;2827490000
1401;2827510000
1402;2827590000
1403;2827600000
1404;2828100000
1405;2828901000
1406;2828902000
1407;2828909000
1408;2829110000
1409;2829190000
1410;2829901000
1411;2829902000
1412;2829903000
1413;2829909000
1414;2830100000
1415;2830901000
1416;2830902000
1417;2830909000
1418;2831100000
1419;2831900000
1420;2832100000
1421;2832200000
1422;2832300000
1423;2833110000
1424;2833190000
1425;2833210000
1426;2833220000
1427;2833240000
1428;2833250000
1429;2833270000
1430;2833291000
1431;2833292000
1432;2833299000
1433;2833300000
1434;2833400000
1435;2834100000
1436;2834210000
1437;2834290000
1438;2835100000
1439;2835220000
1440;2835240000
1441;2835250000
1442;2835260000
1443;2835291000
1444;2835299000
1445;2835310000
1446;2835390000
1447;2836200000
1448;2836300000
1449;2836400000
1450;2836500000
1451;2836600000
1452;2836910000
1453;2836920000
1454;2836991000
1455;2836999000
1456;2837110000
1457;2837190000
1458;2837200000
1459;2839110000
1460;2839190000
1461;2839901000
1462;2839909000
1463;2840110000
1464;2840190000
1465;2840200000
1466;2840300000
1467;2841300000
1468;2841501000
1469;2841502000
1470;2841509000
1471;2841610000
1472;2841690000
1473;2841700000
1474;2841800000
1475;2841901000
1476;2841909000
1477;2842100000
1478;2842901000
1479;2842909000
1480;2843100000
1481;2843210000
1482;2843290000
1483;2843300000
1484;2843900000
1485;2844100000
1486;2844300000
1487;2844430000
1488;2844500000
1489;2845100000
1490;2845900000
1491;2846100000
1492;2846900000
1493;2847001000
1494;2847009000
1495;2849100000
1496;2849200000
1497;2849900000
1498;2850000000
1499;2852100000
1500;2852900000
1501;2853100000
1502;2853900000
1503;2901100000
1504;2901210000
1505;2901220000
1506;2901230000
1507;2901291000
1508;2901299000
1509;2902110000
1510;2902191000
1511;2902199000
1512;2902200000
1513;2902300000
1514;2902410000
1515;2902420000
1516;2902430000
1517;2902440000
1518;2902500000
1519;2902600000
1520;2902900000
1521;2903110000
1522;2903120000
1523;2903130000
1524;2903140000
1525;2903150000
1526;2903191000
1527;2903199000
1528;2903220000
1529;2903230000
1530;2903290000
1531;2903410000
1532;2903420000
1533;2903430000
1534;2903440000
1535;2903450000
1536;2903460000
1537;2903490000
1538;2903510000
1539;2903590000
1540;2903610000
1541;2903620000
1542;2903690000
1543;2903710000
1544;2903720000
1545;2903730000
1546;2903750000
1547;2903763000
1548;2903771000
1549;2903772000
1550;2903773000
1551;2903774100
1552;2903775400
1553;2903775600
1554;2903779000
1555;2903791100
1556;2903791900
1557;2903792200
1558;2903792900
1559;2903799000
1560;2903810000
1561;2903821000
1562;2903823000
1563;2903899000
1564;2903910000
1565;2903921000
1566;2903922000
1567;2903990000
1568;2904100000
1569;2904200000
1570;2904310000
1571;2904350000
1572;2904991000
1573;2904999000
1574;2905110000
1575;2905120000
1576;2905130000
1577;2905140000
1578;2905160000
1579;2905170000
1580;2905191000
1581;2905199900
1582;2905220000
1583;2905290000
1584;2905310000
1585;2905320000
1586;2905390000
1587;2905410000
1588;2905420000
1589;2905430000
1590;2905440000
1591;2905450000
1592;2905490000
1593;2905590000
1594;2906110000
1595;2906120000
1596;2906130000
1597;2906191000
1598;2906199000
1599;2906210000
1600;2906290000
1601;2907110000
1602;2907120000
1603;2907130000
1604;2907150000
1605;2907191000
1606;2907199000
1607;2907210000
1608;2907220000
1609;2907230000
1610;2907291000
1611;2907299000
1612;2908190000
1613;2908920000
1614;2908991000
1615;2908999900
1616;2909110000
1617;2909190000
1618;2909200000
1619;2909301000
1620;2909309000
1621;2909410000
1622;2909430000
1623;2909441000
1624;2909449000
1625;2909490000
1626;2909500000
1627;2909600000
1628;2910100000
1629;2910200000
1630;2910300000
1631;2910400000
1632;2910900000
1633;2911000000
1634;2912110000
1635;2912120000
1636;2912191000
1637;2912199000
1638;2912210000
1639;2912290000
1640;2912410000
1641;2912420000
1642;2912491000
1643;2912499000
1644;2912500000
1645;2912600000
1646;2913000000
1647;2914110000
1648;2914120000
1649;2914130000
1650;2914190000
1651;2914220000
1652;2914230000
1653;2914291000
1654;2914299000
1655;2914310000
1656;2914390000
1657;2914400000
1658;2914500000
1659;2914610000
1660;2914620000
1661;2914690000
1662;2914790000
1663;2915110000
1664;2915120000
1665;2915130000
1666;2915210000
1667;2915240000
1668;2915291000
1669;2915292000
1670;2915299000
1671;2915310000
1672;2915320000
1673;2915330000
1674;2915360000
1675;2915391000
1676;2915392000
1677;2915399000
1678;2915400000
1679;2915500000
1680;2915600000
1681;2915700000
1682;2915900000
1683;2916110000
1684;2916120000
1685;2916130000
1686;2916140000
1687;2916150000
1688;2916190000
1689;2916200000
1690;2916310000
1691;2916320000
1692;2916340000
1693;2916391000
1694;2916399000
1695;2917110000
1696;2917121000
1697;2917129000
1698;2917130000
1699;2917140000
1700;2917190000
1701;2917200000
1702;2917321000
1703;2917329000
1704;2917330000
1705;2917341000
1706;2917349000
1707;2917350000
1708;2917370000
1709;2917390000
1710;2918110000
1711;2918120000
1712;2918130000
1713;2918140000
1714;2918150000
1715;2918160000
1716;2918190000
1717;2918210000
1718;2918220000
1719;2918230000
1720;2918290000
1721;2918300000
1722;2918910000
1723;2918990000
1724;2919100000
1725;2919900000
1726;2920111000
1727;2920190000
1728;2920240000
1729;2920290000
1730;2920300000
1731;2920900000
1732;2921110000
1733;2921191000
1734;2921192300
1735;2921192900
1736;2921199000
1737;2921210000
1738;2921220000
1739;2921290000
1740;2921300000
1741;2921410000
1742;2921420000
1743;2921431000
1744;2921432000
1745;2921439000
1746;2921440000
1747;2921450000
1748;2921460000
1749;2921490000
1750;2921510000
1751;2921590000
1752;2922110000
1753;2922120000
1754;2922140000
1755;2922150000
1756;2922160000
1757;2922191100
1758;2922191200
1759;2922191900
1760;2922194000
1761;2922199000
1762;2922210000
1763;2922291000
1764;2922299000
1765;2922310000
1766;2922390000
1767;2922410000
1768;2922420000
1769;2922430000
1770;2922490000
1771;2922500000
1772;2923100000
1773;2923200000
1774;2923300000
1775;2923900000
1776;2924110000
1777;2924121000
1778;2924190000
1779;2924210000
1780;2924230000
1781;2924240000
1782;2924290000
1783;2925110000
1784;2925190000
1785;2925290000
1786;2926100000
1787;2926200000
1788;2926300000
1789;2926400000
1790;2926900000
1791;2927000000
1792;2928000000
1793;2929100000
1794;2929901000
1795;2929902000
1796;2929909000
1797;2930200000
1798;2930300000
1799;2930400000
1800;2930700000
1801;2930801000
1802;2930803000
1803;2930902000
1804;2930903100
1805;2930903600
1806;2930903900
1807;2930904900
1808;2930909100
1809;2930909200
1810;2930909400
1811;2930909900
1812;2931209000
1813;2931440000
1814;2931491000
1815;2931493900
1816;2931494900
1817;2931499000
1818;2931510000
1819;2931540000
1820;2931591400
1821;2931591900
1822;2931593900
1823;2931595000
1824;2931599000
1825;2931904900
1826;2931909000
1827;2932110000
1828;2932120000
1829;2932130000
1830;2932140000
1831;2932190000
1832;2932201000
1833;2932209000
1834;2932910000
1835;2932920000
1836;2932930000
1837;2932950000
1838;2932960000
1839;2932990000
1840;2933110000
1841;2933190000
1842;2933210000
1843;2933290000
1844;2933310000
1845;2933320000
1846;2933330000
1847;2933340000
1848;2933392000
1849;2933399000
1850;2933410000
1851;2933490000
1852;2933520000
1853;2933530000
1854;2933540000
1855;2933590000
1856;2933610000
1857;2933690000
1858;2933710000
1859;2933720000
1860;2933790000
1861;2933910000
1862;2933990000
1863;2934100000
1864;2934200000
1865;2934300000
1866;2934910000
1867;2934990000
1868;2935100000
1869;2935200000
1870;2935900000
1871;2936211000
1872;2936219000
